product_url,product_title,product_description,product_price,image_url,image_path
https://www.siamtak.com/products/blue-pearl-2,BLUE PEARL #2,หินแกรนิต บลูเพิร์ล #2 (Blue Pearl #2) ด้วยเฉดฟ้าเข้มที่ลุ่มลึกและลวดลายละเอียด หินแกรนิตบลูเพิร์ล #2 ให้ความรู้สึกสงบหรูหรา เหมาะอย่างยิ่งสำหรับพื้นที่ที่เน้นดีไซน์เรียบง่ายแต่พรีเมียม เช่น เคาน์เตอร์บาร์ โต๊ะกลาง หรือพื้นห้องรับแขก ช่วยเพิ่มมิติที่ดูมีระดับโดยไม่ฉูดฉาดเกินไป,2490,https://siamtak.b-cdn.net/hero-product/65447e1a785455814ce909df_BP02.jpg?width=600&quality=80&format=webp,data\granite_images\blue-pearl-2.jpg
https://www.siamtak.com/products/african-black,AFRICAN BLACK,หินแกรนิตดำแอฟริกา (African Black Granite) หินแกรนิตสีดำที่มีคุณภาพสูงที่สุดและดำสนิทที่สุด เหมาะสำหรับนำไปทำเป็นท็อปครัว ท็อปโต๊ะ หรือจุดต่าง ๆ ที่ต้องการความแข็งแรง,2190,https://siamtak.b-cdn.net/hero-product/6544835929006ff12c703584_AB.jpeg?width=600&quality=80&format=webp,data\granite_images\african-black.jpg
https://www.siamtak.com/products/river-gold,RIVER GOLD,หินแกรนิตริเวอร์โกล์ด (River Gold Granite) นิยามของความหรูหราที่มาพร้อมความงามตามธรรมชาติ ด้วยพื้นผิวสีครีมและทองอร่ามที่สอดแทรกด้วยลวดลายเส้นสายสีน้ำตาลเข้มและสีดำ ทำให้ดูมีมิติและเคลื่อนไหวคล้ายผืนน้ำในแม่น้ำที่ระยิบระยับ หินแกรนิตชนิดนี้ไม่เพียงแต่ให้ความรู้สึกอบอุ่นและโอ่อ่า แต่ยังมีคุณสมบัติที่แข็งแกร่งทนทานต่อการใช้งานหนัก เหมาะอย่างยิ่งสำหรับการทำเคาน์เตอร์ในครัว พื้น หรือผนังที่ต้องการวัสดุที่สวยงามและใช้งานได้จริงในระยะยาว,1990,https://siamtak.b-cdn.net/hero-product/67ca77148702b909d767fc33_RVG-Low.jpg?width=600&quality=80&format=webp,data\granite_images\river-gold.jpg
https://www.siamtak.com/products/bianco-black,BIANCO BLACK,หินแกรนิตเบียงโก้แบล็ค (Bianco Black Granite) ประกายเกล็ดแร่สีทองสุดสวยงามเมื่อมีแสงมากระทบที่หน้าหิน หินแกรนิตดำเกล็ดทองที่ขึ้นชื่อเรื่องความงามเหนือกาลเวลา พื้นหินสีดำสนิทแทรกด้วยประกายเกล็ดแร่ทองที่ระยิบระยับเมื่อสะท้อนกับแสง ช่วยเพิ่มมิติและความหรูหราให้ทุกพื้นที่ เหมาะสำหรับงานตกแต่งหลากหลาย ไม่ว่าจะเป็นพื้น เคาน์เตอร์ครัว หรือผนังตกแต่งที่ต้องการความพิเศษ,1790,https://siamtak.b-cdn.net/hero-product/67ca9788fa6814c0fe9c7394_BB-cover.jpg?width=600&quality=80&format=webp,data\granite_images\bianco-black.jpg
https://www.siamtak.com/products/river-white,RIVER WHITE,หินแกรนิตริเวอร์ไวท์ (River White Granite) โดดเด่นด้วยพื้นผิวสีขาวนวลสะอาดตาที่มีลายเส้นสีเทาเข้มพาดผ่านราวกับสายน้ำที่ไหลอย่างสงบงาม เส้นสายที่พลิ้วไหวนี้สร้างความรู้สึกที่อ่อนโยนและเป็นธรรมชาติ ทำให้เป็นหินที่เหมาะกับการตกแต่งในทุกสไตล์ ไม่ว่าจะเป็นเคาน์เตอร์ในครัวที่ต้องการความสว่าง หรือผนังที่ต้องการความเรียบง่ายแต่มีเอกลักษณ์,1790,https://siamtak.b-cdn.net/hero-product/654b4644080dce0d6c1e06e5_RVW.jpg?width=600&quality=80&format=webp,data\granite_images\river-white.jpg
https://www.siamtak.com/products/viscon-white,VISCON WHITE,หินแกรนิต วิสคอนไวท์ (Viscon White Granite) เผยความสง่างามในทุกมุมมอง ด้วยพื้นสีขาวสะอาดสอดแทรกลวดลายเทาอ่อนแบบธรรมชาติ ให้ความรู้สึกกว้าง โปร่ง และเรียบหรู เหมาะสำหรับพื้นที่ที่ต้องการแสงสะท้อนและบรรยากาศสบายตา ไม่ว่าจะเป็นพื้น เคาน์เตอร์ หรือผนังตกแต่ง ทำให้ทุกพื้นที่ดูมีชีวิตชีวาและคลาสสิกในเวลาเดียวกัน,1590,https://siamtak.b-cdn.net/hero-product/67eba81fcce31211c8c9c460_VGW.jpg?width=600&quality=80&format=webp,data\granite_images\viscon-white.jpg
https://www.siamtak.com/products/black-forest,BLACK FOREST,หินแกรนิต แบล็คฟอเรสท์ (Black Forest) นำความสง่างามจากธรรมชาติมาสู่การตกแต่งของคุณอย่างแท้จริง ด้วยพื้นผิวสีดำเข้มที่ดูทรงพลัง ตัดกับลายเส้นสีขาวที่พลิ้วไหวราวกับภาพวาดพู่กันจีน ทำให้แต่ละแผ่นมีเอกลักษณ์เฉพาะตัวไม่ซ้ำกัน หินชนิดนี้ให้ความรู้สึกแข็งแกร่งและน่าค้นหา เหมาะสำหรับพื้นที่ที่ต้องการความโดดเด่นและมีสไตล์ที่แตกต่างอย่างมีระดับ,1890,https://siamtak.b-cdn.net/hero-product/65448225524e34d59f4a4a1e_BFS.jpeg?width=600&quality=80&format=webp,data\granite_images\black-forest.jpg
https://www.siamtak.com/products/titanium-black,TITANIUM BLACK,หินแกรนิตไทเทเนียมแบล็ค (Titanium Black),2190,https://siamtak.b-cdn.net/hero-product/67ca99db7c8ca6c7dffbc2a3_TTB-cover.jpg?width=600&quality=80&format=webp,data\granite_images\titanium-black.jpg
https://www.siamtak.com/products/lemurian-blue,LEMURIAN BLUE,หินแกรนิตลีมูเรียนบลู (Lemurian Blue Granite) หินแกรนิตระดับพรีเมียมที่โดดเด่นด้วยเฉดสีน้ำเงินเข้มสลับประกายฟ้าและเขียวราวกับแสงเหนือ ทำให้พื้นผิวดูมีชีวิตชีวาและหรูหราไม่เหมือนใคร ลายธรรมชาติที่ซับซ้อนและประกายระยิบระยับของ Lemurian Blue สะท้อนถึงความงดงามอันล้ำค่าจากใต้พิภพ เหมาะอย่างยิ่งสำหรับงานตกแต่งที่ต้องการความโดดเด่น เช่น เคาน์เตอร์ครัว ไอส์แลนด์ แผงผนัง และโต๊ะกลาง หินชนิดนี้ไม่เพียงเพิ่มความงามให้พื้นที่ แต่ยังมีความแข็งแรง ทำให้ใช้งานได้จริงควบคู่กับความงดงามเหนือกาลเวลา Lemurian Blue จึงเป็นตัวเลือกที่ตอบโจทย์ทั้งฟังก์ชันและดีไซน์ระดับหรู,4990,https://siamtak.b-cdn.net/hero-product/67ca822843c254bc2cfbd64c_LRB-cover.jpg?width=600&quality=80&format=webp,data\granite_images\lemurian-blue.jpg
https://www.siamtak.com/products/monalisa,MONALISA,"หินแกรนิตโมนาริซา (Monalisa Marble) เป็นตัวแทนของความสง่างามเหนือกาลเวลา โทนสีเทาอ่อนผสานลายเส้นแร่ที่ละเอียดอ่อน เหมือนผลงานศิลปะบนพื้นผิวหิน สร้างบรรยากาศหรูหราแต่ไม่โอ้อวด เหมาะสำหรับงานตกแต่งภายในที่ต้องการความละเอียดอ่อนและความประณีต เช่น เคาน์เตอร์บาร์, ผนังโชว์ หรือพื้นห้องรับแขก",2190,https://siamtak.b-cdn.net/hero-product/6735954d26620adac55d0d0f_MNL.jpg?width=600&quality=80&format=webp,data\granite_images\monalisa.jpg
https://www.siamtak.com/products/emerald-pearl,EMERALD PEARL,หินแกรนิต เอ็มเมอรัลเพิร์ล (Emerald Pearl Granite) มีความพิเศษอยู่ที่สีเขียวอมดำที่ดูหรูหราลุ่มลึก พร้อมประกายมุกสีทองและเงินที่แวววาวเมื่อต้องแสงไฟ ทำให้ดูงดงามและลึกลับราวกับอัญมณีล้ำค่า เป็นตัวเลือกที่ยอดเยี่ยมสำหรับงานที่ต้องการความหรูหราและดึงดูดสายตา เช่น เคาน์เตอร์ครัวหรือผนังตกแต่งในห้องน้ำ,3479,https://siamtak.b-cdn.net/hero-product/65447c9d93ead1c038ae5736_EP.jpeg?width=600&quality=80&format=webp,data\granite_images\emerald-pearl.jpg
https://www.siamtak.com/products/black-galaxy,BLACK GALAXY (ดำเกล็ดทอง),หินแกรนิตดำเกล็ดทอง (Black Galaxy Granite) หินแกรนิตสีดำที่มีประกายเกล็ดแร่สีทองสุดสวยงามเมื่อมีแสงมากระทบที่หน้าหินทำให้มีประกายเกล็ดแร่สีทองสุดสวยงามเมื่อมีแสงมากระทบที่หน้าหิน หินแกรนิตดำเกล็ดทองที่ขึ้นชื่อเรื่องความงามเหนือกาลเวลา พื้นหินสีดำสนิทแทรกด้วยประกายเกล็ดแร่ทองที่ระยิบระยับเมื่อสะท้อนกับแสง ช่วยเพิ่มมิติและความหรูหราให้ทุกพื้นที่ เหมาะสำหรับงานตกแต่งหลากหลาย ไม่ว่าจะเป็นพื้น เคาน์เตอร์ครัว หรือผนังตกแต่งที่ต้องการความพิเศษ,1990,https://siamtak.b-cdn.net/hero-product/6555c70232fd5d4c898f0c82_GDP.jpg?width=600&quality=80&format=webp,data\granite_images\black-galaxy.jpg
https://www.siamtak.com/products/titanium-gold,TITANIUM GOLD,หินแกรนิตไทเทเนียมโกลด์ (Titanium Gold Granite) โดดเด่นด้วยโทนสีดำเข้มตัดกับลายแร่ทองและขาวที่สวยสะดุดตา ให้ความรู้สึกหรูหราและทันสมัย เหมาะสำหรับงานตกแต่งที่ต้องการความพิเศษ เช่น เคาน์เตอร์ครัว เคาน์เตอร์บาร์ หรือผนังตกแต่ง ที่ต้องการสไตล์โดดเด่นและความทนทานสูง,3590,https://siamtak.b-cdn.net/hero-product/67ca9b0643631894fede769d_TTG.jpg?width=600&quality=80&format=webp,data\granite_images\titanium-gold.jpg
https://www.siamtak.com/products/indian-black,INDIAN BLACK,หินแกรนิต ดำอินเดีย (Indian Black Granite) เหมาะสำหรับการนำไปทำเป็นท็อปเคาน์เตอร์ครัว ท็อปอ่างล้างมือ หรือส่วนอื่นๆ ที่ต้องการความแข็งแรง,1350,https://siamtak.b-cdn.net/hero-product/6555b34a18caf759173e834a_IDB.jpg?width=600&quality=80&format=webp,data\granite_images\indian-black.jpg
https://www.siamtak.com/products/azul-white,AZUL WHITE,หินแกรนิตอะซูลไวท์ (Azul White Granite) ความงดงามที่ผสมผสานระหว่างความบริสุทธิ์ของสีขาวและเส้นแร่สีฟ้าอ่อนอย่างลงตัวลวดลายที่ดูอ่อนโยนและมีมิติ สร้างบรรยากาศโปร่ง โล่ง และหรูหราในทุกพื้นที่ เหมาะกับการตกแต่งทั้งภายในและภายนอก ให้สัมผัสของความสว่างและความพิเศษเหนือใครลงตัวกับงานดีไซน์ที่ต้องการความเรียบหรู ไม่ว่าจะเป็นพื้น เคาน์เตอร์ หรือผนัง,2490,https://siamtak.b-cdn.net/hero-product/67ca76a5fa98d6c769fa6b54_AZW.jpg?width=600&quality=80&format=webp,data\granite_images\azul-white.jpg
https://www.siamtak.com/products/china-white-602-2,CHINA WHITE 602,หินแกรนิต ขาวจีน 602#2 (China White Granite 602#2) หินธรรมชาติที่สะท้อนความเรียบง่ายและสะอาดตาได้อย่างไร้ที่ติ ด้วยพื้นผิวสีขาวสว่างหรือเทาอ่อนที่สม่ำเสมอทั่วทั้งแผ่น โดดเด่นด้วยการกระจายตัวของเม็ดแร่สีดำและสีเทาขนาดเล็กอย่างสม่ำเสมอ ทำให้เกิดลวดลายที่ดูละมุนตาและเป็นระเบียบ หินชนิดนี้เป็นที่นิยมอย่างมากในงานออกแบบที่เน้นความโมเดิร์นและมินิมอล เพราะให้ความรู้สึกโปร่งโล่งสบายตา และยังเป็นวัสดุที่แข็งแกร่งทนทานต่อการขีดข่วนและความร้อนสูง จึงเหมาะอย่างยิ่งสำหรับเคาน์เตอร์ครัวและพื้นที่ที่ต้องการความสวยงามควบคู่ไปกับฟังก์ชันการใช้งาน,459,https://siamtak.b-cdn.net/hero-product/67ebb2308461601163452488_602-low.jpg?width=600&quality=80&format=webp,data\granite_images\china-white-602-2.jpg
https://www.siamtak.com/products/khao-tone,KHAO TONE,"หินแกรนิตเขาโทน (Khao Tone Granite) หินธรรมชาติที่ถ่ายทอดความสงบและเรียบง่ายแบบไทยได้อย่างงดงามสมชื่อ ด้วยพื้นผิวสีขาวสะอาดตาเป็นหลัก ประดับด้วยเม็ดแร่สีดำและสีเทาขนาดเล็กที่กระจายตัวอยู่ทั่วทั้งแผ่นอย่างมีศิลปะ ทำให้เกิดลวดลายที่ดูละมุนและมีมิติ ไม่จัดจ้านเกินไป หินชนิดนี้เป็นสัญลักษณ์ของความแข็งแกร่งและทนทานที่มาจากธรรมชาติอย่างแท้จริง เหมาะอย่างยิ่งสำหรับผู้ที่ต้องการสร้างบรรยากาศที่ดูโปร่งโล่ง สะอาด และคลาสสิกให้กับพื้นที่ ไม่ว่าจะเป็นเคาน์เตอร์, พื้น, หรือผนัง หินเขาโทนจะมอบความงามที่เหนือกาลเวลาได้อย่างลงตัว",1790,https://siamtak.b-cdn.net/hero-product/6555b1b6a8b87ce0b60c40f5_KT.jpg?width=600&quality=80&format=webp,data\granite_images\khao-tone.jpg
https://www.siamtak.com/products/eclipse,ECLIPSE,หินแกรนิตอีคลิปส์ (Eclipse Granite) นำเสนอความลึกลับและความงามที่น่าค้นหา ด้วยพื้นผิวสีเทาเข้มเกือบดำที่ดูแข็งแกร่งและน่าเกรงขาม ลวดลายเส้นสีขาวและสีเทาที่กระจัดกระจายอยู่ทั่วแผ่นให้ความรู้สึกเหมือนแสงจันทร์ที่ส่องผ่านเมฆในยามค่ำคืน หินชนิดนี้เป็นตัวเลือกที่สมบูรณ์แบบสำหรับงานที่ต้องการความโดดเด่นและมีดีไซน์ที่แตกต่างอย่างมีระดับ,2990,https://siamtak.b-cdn.net/hero-product/65447bf303300e91cc80cff4_ECL.jpeg?width=600&quality=80&format=webp,data\granite_images\eclipse.jpg
https://www.siamtak.com/products/antique-white,ANTIQUE WHITE,หินแกรนิตแอนติกไวท์ (Antique White granite) หินธรรมชาติที่ถ่ายทอดความงามแบบคลาสสิกและอบอุ่นได้อย่างลงตัว ด้วยพื้นผิวสีขาวครีมหรือขาวนวลที่ดูอ่อนโยนเป็นหลัก แต่ถูกเติมเต็มด้วยเม็ดแร่สีดำและสีเทาที่กระจายตัวอยู่ทั่วทั้งแผ่นอย่างมีเสน่ห์ จุดเด่นที่ทำให้หินชนิดนี้มีเอกลักษณ์เฉพาะตัวคือเม็ดแร่สีแดงเข้มหรือสีสนิมที่แทรกอยู่ สร้างความรู้สึกวินเทจและน่าสนใจไม่เหมือนใคร หินแอนติกไวท์จึงเหมาะสำหรับผู้ที่ต้องการสร้างบรรยากาศที่ดูหรูหราแบบย้อนยุคแต่ยังคงความแข็งแกร่งทนทานต่อการใช้งานหนักได้เป็นอย่างดี,2490,https://siamtak.b-cdn.net/hero-product/659f63fa00f874b78b9d2d52_AT1.jpg?width=600&quality=80&format=webp,data\granite_images\antique-white.jpg
